MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M2,N8,15,T1079,222,1,62,62,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE DRYNESS CARE
M2,N8,15,T1079,222,1,90,90,HAIR CONDITIONERS,HAIR CONDITIONERS,HAIR CONDITIONERS,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE DRYNESS CARE
M2,N8,15,T1079,222,1,70,70,SPICES (03/04),BLENDED,BIRYANI POWDER-NON VEG MASALA,APRICOT FOOD PVT LTD,EVEREST,EVEREST
M2,N8,17,T1097,90,2,90,45,CLEANERS - UTENSIL,TRADITIONAL,LIQUIDS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M2,N8,17,T1101,58,1,58,58,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,17,T1102,875,5,100,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,17,T1102,875,10,100,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,N8,17,T1102,875,1,450,450,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA TETLEY,TATA TETLEY
M2,N8,17,T1102,875,5,125,25,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M2,N8,17,T1102,875,10,100,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,17,T1110,327,2,20,10,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M2,N8,17,T1110,327,1,27,27,SPICES (03/04),PURE,TURMERIC/HALDI-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,17,T1110,327,1,140,140,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
M2,N8,17,T1110,327,1,140,140,NON-REFINED OILS   (9/93),MUSTARD/RAPE SEED,MUSTARD/RAPE SEED,ADANI WILMAR,FORTUNE,FORTUNE KACHI GHANI
M2,N8,17,T1112,43,1,10,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M2,N8,17,T1112,43,1,33,33,SALTY SNACKS (2/97),NUTS,NUTS,HALDIRAM,HALDIRAM,HALDIRAM SALTED PEANUTS
M2,N8,17,T1113,40,1,40,40,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,GARDEN HYGIENIC SNACKS,GARDEN,GARDEN
M2,N8,17,T1114,338,1,180,180,PACKAGED ATTA (1/95),ATTA,ATTA,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,N8,17,T1114,338,1,38,38,SPICES (03/04),BLENDED,CHICKEN MASALA-NON VEG MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,17,T1114,338,1,120,120,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,GEMINI,GEMINI
M2,N8,17,T1119,171,3,60,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M2,N8,17,T1119,171,1,45,45,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,NATIONAL PRODUCT,NATIONAL,NATIONAL
M2,N8,17,T1119,171,1,46,46,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,N8,17,T1119,171,2,20,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
M2,N8,17,T1121,30,1,30,30,SHOE POLISHES,WAX POLISHES,WAX POLISHES,RECKITT BENCKISER,CHERRY BLOSSOM,CHERRY BLOSSOM LATHER GAURD
M2,N8,17,T1122,112,1,112,112,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA GOLD,TATA GOLD
M2,N8,18,T1124,68.01,3,68.01,22.67,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,18,T1132,110,1,110,110,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,N8,18,T1136,115,1,115,115,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
M2,N8,18,T1138,284,1,125,125,PACKAGED RICE (1/95),BASMATI RICE,BASMATI RICE,KOHINOOR SPECIALITY FOOD INDIA,KOHINOOR,KOHINOOR TIBAR
M2,N8,18,T1138,284,1,159,159,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,BLENDED OIL,MARICO INDS,SAFFOLA,SAFFOLA GOLD
M2,N8,20,T1183,48,1,48,48,CLEANERS - UTENSIL,TRADITIONAL,BARS,JYOTHY LABORATORIES,EXO,EXO DISH WASH BAR
M2,N8,20,T1185,288.4,2,198,99,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,N8,20,T1185,288.4,4,90.4,22.6,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,20,T1193,1043,2,20,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,20,T1193,1043,2,20,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M2,N8,20,T1193,1043,1,50,50,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE HERITAGE
M2,N8,20,T1193,1043,1,285,285,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
M2,N8,20,T1193,1043,3,528,176,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
M2,N8,20,T1193,1043,1,140,140,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
M2,N8,20,T1195,225,1,225,225,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,N8,20,T1196,298,2,20,10,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,N8,20,T1196,298,4,90,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,20,T1196,298,1,48,48,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,NATIONAL CHIKKI,NATIONAL,NATIONAL
M2,N8,20,T1196,298,1,140,140,NON-REFINED OILS   (9/93),TIL OIL,TIL OIL,RECON,TEZ,TEZ
M2,N8,20,T1204,50,2,50,25,VERMICELLI & NOODLE,NOODLES,NOODLES,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M2,N8,20,T1205,103,1,15,15,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,NESTLE INDIA,MAGGI,MAGGI PICHKOO
M2,N8,20,T1205,103,4,48,12,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,20,T1205,103,2,40,20,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS SPANISH TOMATO TANGO
M2,N8,20,T1207,70,1,70,70,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,DEV FOODS,DEV,DEV
M2,N8,20,T1210,20,1,20,20,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M2,N8,20,T1211,178,2,178,89,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,21,T1215,60,6,60,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT FRUIT CREAM
M2,N8,21,T1222,300,5,50,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 REGULAR
M2,N8,21,T1222,300,5,50,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M2,N8,21,T1222,300,5,50,10,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M2,N8,21,T1222,300,5,50,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,N8,21,T1222,300,5,50,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,I T C,SUNFEAST MOM'S MAGIC,SUNFEAST MOM'S MGC CSHW & ALND
M2,N8,21,T1222,300,5,50,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,21,T1223,229.01,1,40,40,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,21,T1223,229.01,1,35,35,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M2,N8,21,T1223,229.01,3,68.01,22.67,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,21,T1223,229.01,1,46,46,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,N8,21,T1223,229.01,4,40,10,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,HALDIRAM,HALDIRAM,HALDIRAM KHATTA MITHA
M2,N8,21,T1224,125,1,125,125,SUGAR SUBSTITUTE (11/05),POWDER (SUGAR SUBST),POWDER (SUGAR SUBST),ZYDUS WELLNESS LTD,SUGAR FREE,SUGAR FREE GOLD
M2,N8,21,T1225,50,1,50,50,AGARBATTI & DHOOPBATTI,DHOOPBATTI,DHOOPBATTI,SHALIMAR AGARBATTI COMPANY,SHALIMAR,SHALIMAR
M2,N8,21,T1227,275,5,275,55,ALL AIR FRESHNERS(01/03),GEL,GEL,GODREJ CONSUMER PRODS,GODREJ,AER POCKET
M2,N8,22,T1232,184,1,89,89,RUBEFACIENT,RUBEFACIENT,RUBEFACIENT,PROCTER & GAMBLE,VICKS,VICKS BABYRUB
M2,N8,22,T1232,184,1,95,95,SANITARY NAPKINS,SANITARY NAPKINS,SANITARY NAPKINS,PROCTER & GAMBLE,WHISPER,WHISPER DAILY LINER
M2,N8,22,T1237,150,1,10,10,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,N8,22,T1237,150,1,120,120,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,GEMINI,GEMINI
M2,N8,22,T1237,150,2,20,10,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,SUNRISE,NESCAFE SUNRISE
M2,N8,22,T1243,125,1,25,25,CLEANERS - UTENSIL,TRADITIONAL,POWDERS,DABUR,ODOPIC,ODOPIC SUPER SHAKTI
M2,N8,22,T1243,125,2,100,50,AGARBATTI & DHOOPBATTI,DHOOPBATTI,DHOOPBATTI,SHALIMAR AGARBATTI COMPANY,SHALIMAR,SHALIMAR
M2,N8,22,T1245,10,1,10,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M2,N8,22,T1248,182,1,10,10,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M2,N8,22,T1248,182,1,42,42,CLEANERS - UTENSIL,SPECIALIZED,POWDERS,PITAMBARI PRODS,PITAMBARI,PITAMBARI
M2,N8,22,T1248,182,1,80,80,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,R S INDUSTRIES,SUNNY,SUNNY
M2,N8,22,T1248,182,5,50,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M2,N8,24,T1259,360,36,360,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M2,N8,24,T1262,38,1,38,38,SPICES (03/04),BLENDED,CHICKEN MASALA-NON VEG MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,24,T1264,435,10,100,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,N8,24,T1264,435,10,100,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M2,N8,24,T1264,435,10,100,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M2,N8,24,T1264,435,3,135,45,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,24,T1265,50,4,40,10,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M2,N8,24,T1265,50,1,10,10,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G GOLD,PARLE-G GOLD
M2,N8,24,T1267,190,1,20,20,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
M2,N8,24,T1267,190,1,170,170,PACKAGED ATTA (1/95),ATTA,ATTA,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,N8,24,T1269,50,5,50,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M2,N8,24,T1270,65.2,2,20,10,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M2,N8,24,T1270,65.2,2,45.2,22.6,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,24,T1272,100,1,100,100,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,NATURE FRESH ACTILITE,NATURE FRESH ACTILITE
M2,N8,24,T1275,140,1,140,140,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
M2,N8,24,T1276,219,1,219,219,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL FRONT LOAD
M2,N8,24,T1279,40,2,40,20,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M2,N8,24,T1280,90,4,90,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,24,T1286,165,1,20,20,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M2,N8,24,T1286,165,1,100,100,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,NATURE FRESH ACTILITE,NATURE FRESH ACTILITE
M2,N8,24,T1286,165,2,45,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,24,T1288,140,1,20,20,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),PROCTER & GAMBLE,PAMPERS,PAMPERS BABY DRY PANTS
M2,N8,24,T1288,140,3,120,40,CHOCOLATE,COUNT,COUNT,FERRERO INDIA PVT LTD,KINDER JOY,KINDER JOY GIRLS
M2,N8,25,T1293,100,10,100,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M2,N8,25,T1296,288,4,288,72,MOSQUITO REPELLANTS CTG (8/93),LIQUID VAPORISER,LIQUID VAPORISER,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT ADVANCE XPRESS
M2,N8,25,T1302,45,1,15,15,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,JYOTHY LABORATORIES,EXO,EXO SAFAI
M2,N8,25,T1302,45,1,30,30,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE SCRUB SPONGE
M2,N8,25,T1307,140,1,140,140,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
M2,N8,25,T1313,160,2,50,25,VERMICELLI & NOODLE,PASTA,PASTA,NESTLE INDIA,MAGGI PAZZTA,MAGGI PAZZTA CHEESE MACRONI
M2,N8,25,T1313,160,1,40,40,CHOCOLATE,COUNT,COUNT,FERRERO INDIA PVT LTD,KINDER JOY,KINDER JOY BOYS
M2,N8,25,T1313,160,2,40,20,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS MAGIC MASALA
M2,N8,25,T1313,160,1,30,30,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M2,N8,25,T1314,35,1,35,35,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,GARDEN HYGIENIC SNACKS,GARDEN,GARDEN
M2,N8,25,T1317,289,1,199,199,BREAKFAST CEREALS,READY TO EAT CEREALS,BRAN,KELLOGG'S INDIA,KELLOGG'S,KELLOGG'S ALL BRAN WHEAT FLAKE
M2,N8,25,T1317,289,1,90,90,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,SUNRISE,NESCAFE SUNRISE
M2,N8,25,T1318,46,1,46,46,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,N8,25,T1322,490,2,40,20,CLEANERS - UTENSIL,TRADITIONAL,BARS,JYOTHY LABORATORIES,EXO,EXO DISH WASH BAR
M2,N8,25,T1322,490,1,450,450,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA TETLEY,TATA TETLEY
M2,N8,26,T1332,93,1,93,93,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
M2,N8,26,T1334,80,1,50,50,SALTY SNACKS (2/97),NUTS,NUTS,NATIONAL PRODUCT,NATIONAL,NATIONAL
M2,N8,26,T1334,80,1,30,30,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,HALDIRAM,HALDIRAM,HALDIRAM OTHER SEV BHUJIA
M2,N8,26,T1335,40,4,40,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M2,N8,26,T1341,320,10,100,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 REGULAR
M2,N8,26,T1341,320,10,100,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M2,N8,26,T1341,320,10,120,12,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,26,T1342,178,2,178,89,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,26,T1345,300,1,20,20,CLEANERS - UTENSIL,TRADITIONAL,BARS,JYOTHY LABORATORIES,EXO,EXO DISH WASH BAR
M2,N8,26,T1345,300,1,10,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M2,N8,26,T1345,300,1,30,30,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX PINK
M2,N8,26,T1345,300,1,182,182,HOME INSECTICIDES CTG  (8/93),AEROSOL,AEROSOL,GODREJ CONSUMER PRODS,HIT,HIT
M2,N8,26,T1345,300,2,58,29,SPICES (03/04),BLENDED,SABJI MASALA-BASIC MASALA,S NARENDRA KUMAR,EVEREST,EVEREST SABJI
M2,N8,26,T1347,69,1,69,69,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M2,N8,28,T1373,80,1,80,80,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,R S INDUSTRIES,SUNNY,SUNNY
M2,N8,28,T1374,150,1,150,150,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
M2,N8,28,T1376,20,1,20,20,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M2,N8,28,T1377,110,1,110,110,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,N8,28,T1378,77,1,27,27,SPICES (03/04),PURE,CORIANDER/DHANI-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,28,T1378,77,1,50,50,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD SUPERIOR MP
M2,N8,28,T1382,90,4,90,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,28,T1385,160,1,110,110,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,N8,28,T1385,160,5,50,10,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,I T C,BINGO MAD ANGLES,BINGO MADANGLES TOM MISCHIEF
M2,N8,28,T1386,260,1,35,35,SPICES (03/04),BLENDED,PAV BHAJI MASAL-SNACK MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,28,T1386,260,1,225,225,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,N8,28,T1390,246,1,90,90,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY,CADBURY TEMPTATIONS
M2,N8,28,T1390,246,1,100,100,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,FRIGORIFICO ALLANA LIMITED,PRIYA,PRIYA
M2,N8,28,T1390,246,2,56,28,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,N8,29,T1394,176.8,3,67.8,22.6,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,29,T1394,176.8,1,29,29,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,29,T1394,176.8,1,30,30,PACKAGED ATTA (1/95),MAIDA,MAIDA,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,N8,29,T1394,176.8,1,50,50,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M2,N8,29,T1395,60,3,60,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY NUTS
M2,N8,29,T1396,110,1,110,110,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,N8,29,T1397,92,2,92,46,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,N8,29,T1401,28,1,28,28,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,N8,29,T1403,100,1,10,10,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M2,N8,29,T1403,100,1,10,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M2,N8,29,T1403,100,3,60,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M2,N8,29,T1403,100,1,20,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY NUTS
M2,N8,29,T1404,190,2,190,95,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,FRIGORIFICO ALLANA LIMITED,PRIYA,PRIYA
M2,N8,29,T1407,300,30,300,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M2,N8,29,T1409,40,1,40,40,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK STRAWBERRY
M2,N8,29,T1412,171,1,91,91,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC,HARPIC
M2,N8,29,T1412,171,2,40,20,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
